classifier,train accuracy,train precision,train recall,train f1,train auc,test accuracy,test precision,test recall,test f1,test auc,null_del,encoded,scaler,sampler
LightGBM,0.9863060016906171,0.958609918000781,0.993725966403562,0.9758521315711021,0.9885843202839428,0.9721243191284845,0.0,0.0,0.0,0.4871547848426461,1.0,1.0,None,SVMSMOTE
SVC,0.3359819667511975,0.2953457765015554,0.999190447277879,0.4559264902802789,0.5396217778407515,0.09259852611342519,0.0024656569214512153,1.0,0.004919184820801125,0.5452793834296725,1.0,1.0,None,SVMSMOTE
LogisticReg,0.5213214620431116,0.5108929853962174,1.0,0.6762795119632388,0.5213214620431115,0.018583787247677026,0.002280130293159609,1.0,0.004549886252843679,0.5081888246628131,1.0,1.0,None,RandomOverSampler
DecisionTree,1.0,1.0,1.0,1.0,1.0,0.9935917975008011,0.0,0.0,0.0,0.49791265253693,1.0,1.0,None,RandomOverSampler
RandomForest,0.9813339581380819,0.9640114440596296,1.0,0.9816759947864755,0.9813339581380818,0.9323934636334508,0.0,0.0,0.0,0.46724470134874757,1.0,1.0,None,RandomOverSampler
LightGBM,0.9101062168072477,0.847610221104197,1.0,0.9175206019347903,0.9101062168072478,0.7074655559115668,0.003289473684210526,0.42857142857142855,0.006528835690968444,0.5683319570602808,1.0,1.0,None,RandomOverSampler
SVC,0.5007810059356451,0.5003908081913397,1.0,0.6670139612419255,0.5007810059356451,0.004165331624479333,0.0022471910112359553,1.0,0.004484304932735426,0.5009633911368016,1.0,1.0,None,RandomOverSampler
LogisticReg,0.9980839673147366,1.0,0.9931188018619712,0.9965475223395613,0.9965594009309856,0.9977571291252804,0.0,0.0,0.0,0.5,1.0,1.0,MM,SVMSMOTE
DecisionTree,0.917272471118625,0.773077527913194,0.9949402954867436,0.8700884955752213,0.9411205694865771,0.7827619352771548,0.002962962962962963,0.2857142857142857,0.005865102639296188,0.5347967703459032,1.0,1.0,MM,SVMSMOTE
RandomForest,0.8042265426880811,0.5877077603730718,0.9947379073062134,0.7388755261575466,0.8627235303478895,0.7465555911566806,0.001272264631043257,0.14285714285714285,0.0025220680958385876,0.4453848976970364,1.0,1.0,MM,SVMSMOTE
LightGBM,0.9863060016906171,0.958609918000781,0.993725966403562,0.9758521315711021,0.9885843202839428,0.9721243191284845,0.0,0.0,0.0,0.4871547848426461,1.0,1.0,MM,SVMSMOTE
SVC,0.9996618765849535,0.9987871437234688,1.0,0.9993932038834952,0.9997656982193064,0.9951938481256007,0.0,0.0,0.0,0.4987154784842646,1.0,1.0,MM,SVMSMOTE
LogisticReg,0.8622696032489847,0.8144532574062775,0.9383005310840362,0.8720014516421702,0.8622696032489846,0.6731816725408523,0.0039177277179236044,0.5714285714285714,0.007782101167315174,0.6224194880264244,1.0,1.0,MM,RandomOverSampler
DecisionTree,1.0,1.0,1.0,1.0,1.0,0.9935917975008011,0.0,0.0,0.0,0.49791265253693,1.0,1.0,MM,RandomOverSampler
RandomForest,0.9813339581380819,0.9640114440596296,1.0,0.9816759947864755,0.9813339581380818,0.9323934636334508,0.0,0.0,0.0,0.46724470134874757,1.0,1.0,MM,RandomOverSampler
LightGBM,0.9101062168072477,0.847610221104197,1.0,0.9175206019347903,0.9101062168072478,0.7074655559115668,0.003289473684210526,0.42857142857142855,0.006528835690968444,0.5683319570602808,1.0,1.0,MM,RandomOverSampler
SVC,0.9994923461418307,0.9989857220878521,1.0,0.9994926037235081,0.9994923461418307,0.9948734380006409,0.0,0.0,0.0,0.4985549132947977,1.0,1.0,MM,RandomOverSampler
LogisticReg,0.9980839673147366,1.0,0.9931188018619712,0.9965475223395613,0.9965594009309856,0.9977571291252804,0.0,0.0,0.0,0.5,1.0,1.0,SD,SVMSMOTE
DecisionTree,0.917272471118625,0.773077527913194,0.9949402954867436,0.8700884955752213,0.9411205694865771,0.7827619352771548,0.002962962962962963,0.2857142857142857,0.005865102639296188,0.5347967703459032,1.0,1.0,SD,SVMSMOTE
RandomForest,0.8042265426880811,0.5877077603730718,0.9947379073062134,0.7388755261575466,0.8627235303478895,0.7465555911566806,0.001272264631043257,0.14285714285714285,0.0025220680958385876,0.4453848976970364,1.0,1.0,SD,SVMSMOTE
LightGBM,0.9862496477881093,0.9584227991411283,0.993725966403562,0.9757551669316376,0.9885452699871605,0.9721243191284845,0.0,0.0,0.0,0.4871547848426461,1.0,1.0,SD,SVMSMOTE
SVC,0.9997182304874612,0.9991909385113269,0.9997976118194697,0.9994941831057157,0.999742604722606,0.9958346683755207,0.0,0.0,0.0,0.49903660886319845,1.0,1.0,SD,SVMSMOTE
LogisticReg,0.8502030615432677,0.813259745703507,0.9091690096844736,0.858544140423335,0.8502030615432676,0.68727971803909,0.0040941658137154556,0.5714285714285714,0.008130081300813007,0.6294843563629691,1.0,1.0,SD,RandomOverSampler
DecisionTree,1.0,1.0,1.0,1.0,1.0,0.9935917975008011,0.0,0.0,0.0,0.49791265253693,1.0,1.0,SD,RandomOverSampler
RandomForest,0.9813339581380819,0.9640114440596296,1.0,0.9816759947864755,0.9813339581380818,0.9323934636334508,0.0,0.0,0.0,0.46724470134874757,1.0,1.0,SD,RandomOverSampler
LightGBM,0.9101062168072477,0.847610221104197,1.0,0.9175206019347903,0.9101062168072478,0.7074655559115668,0.003289473684210526,0.42857142857142855,0.006528835690968444,0.5683319570602808,1.0,1.0,SD,RandomOverSampler
SVC,0.9998047485160887,0.9996096494652198,1.0,0.9998047866317885,0.9998047485160888,0.9955142582505607,0.0,0.0,0.0,0.49887604367373156,1.0,1.0,SD,RandomOverSampler
LogisticReg,0.9980276134122288,0.9997962510187449,0.9931188018619712,0.9964463397299217,0.9965203506342034,0.9977571291252804,0.0,0.0,0.0,0.5,1.0,1.0,RB,SVMSMOTE
DecisionTree,0.917272471118625,0.773077527913194,0.9949402954867436,0.8700884955752213,0.9411205694865771,0.7827619352771548,0.002962962962962963,0.2857142857142857,0.005865102639296188,0.5347967703459032,1.0,1.0,RB,SVMSMOTE
RandomForest,0.8042265426880811,0.5877077603730718,0.9947379073062134,0.7388755261575466,0.8627235303478895,0.7465555911566806,0.001272264631043257,0.14285714285714285,0.0025220680958385876,0.4453848976970364,1.0,1.0,RB,SVMSMOTE
LightGBM,0.989461820231051,0.9692064745361232,0.993725966403562,0.9813130808434096,0.9907711369037492,0.9775712912528036,0.0,0.0,0.0,0.48988439306358383,1.0,1.0,RB,SVMSMOTE
SVC,0.401352493660186,0.31739298110296954,0.9993928354584092,0.4817795990048295,0.5849822659016507,0.18103172060237102,0.0023428348301444747,0.8571428571428571,0.004672897196261681,0.5183273694834388,1.0,1.0,RB,SVMSMOTE
LogisticReg,0.8495001562011871,0.8122383477532794,0.9091690096844736,0.8579746462264151,0.8495001562011871,0.6843960269144505,0.004056795131845842,0.5714285714285714,0.008056394763343402,0.6280392696577668,1.0,1.0,RB,RandomOverSampler
DecisionTree,1.0,1.0,1.0,1.0,1.0,0.9935917975008011,0.0,0.0,0.0,0.49791265253693,1.0,1.0,RB,RandomOverSampler
RandomForest,0.9813339581380819,0.9640114440596296,1.0,0.9816759947864755,0.9813339581380818,0.9323934636334508,0.0,0.0,0.0,0.46724470134874757,1.0,1.0,RB,RandomOverSampler
LightGBM,0.9560684161199625,0.9192332543614042,1.0,0.9579171810122321,0.9560684161199625,0.843960269144505,0.004132231404958678,0.2857142857142857,0.00814663951120163,0.5654647215340857,1.0,1.0,RB,RandomOverSampler
SVC,0.5683770696657294,0.5366978245378715,1.0,0.6985079512288263,0.5683770696657295,0.1387375841076578,0.0022279985146676567,0.8571428571428571,0.0044444444444444444,0.4971327644738049,1.0,1.0,RB,RandomOverSampler
