classifier,train accuracy,train precision,train recall,train f1,train auc,test accuracy,test precision,test recall,test f1,test auc,null_del,encoded,scaler,sampler,class_weight
LightGBM,0.9349675965060581,0.8107664533070736,0.9997976118194697,0.8954141743701286,0.9548738137197942,0.8567766741429029,0.0045045045045045045,0.2857142857142857,0.008869179600886918,0.5718873291127626,0,1,SD,SVMSMOTE,"{0: 0.005, 1: 1}"
SVC,0.9980839673147366,1.0,0.9931188018619712,0.9965475223395613,0.9965594009309856,0.9977571291252804,0.0,0.0,0.0,0.5,0,1,SD,SVMSMOTE,balanced
LogisticReg,0.7999453295845048,0.7142299325040442,1.0,0.8332953694965995,0.7999453295845048,0.4863825696892022,0.0024937655860349127,0.5714285714285714,0.004965859714463067,0.5288099825672079,0,1,SD,RandomOverSampler,"{0: 0.01, 1: 1.0}"
DecisionTree,0.5838409871915027,0.545756787860705,1.0,0.7061353922514821,0.5838409871915027,0.16148670297981416,0.002288329519450801,0.8571428571428571,0.004564473183720046,0.5085328929259565,0,1,SD,RandomOverSampler,"{0: 0.01, 1: 1.0}"
RandomForest,0.5145657606997813,0.5073905290271449,1.0,0.6732038171350457,0.5145657606997813,0.024351169496956104,0.0022935779816513763,1.0,0.004576659038901603,0.5110789980732178,0,1,SD,RandomOverSampler,"{0: 0.01, 1: 1.0}"
LightGBM,0.857739768822243,0.7785006384143005,1.0,0.8754572493248094,0.857739768822243,0.6456264017942966,0.0027149321266968325,0.42857142857142855,0.00539568345323741,0.5373428754931645,0,1,SD,RandomOverSampler,"{0: 0.01, 1: 1.0}"
SVC,0.9983598875351453,0.9967304997664642,1.0,0.9983625730994152,0.9983598875351453,0.9935917975008011,0.0,0.0,0.0,0.49791265253693,0,1,SD,RandomOverSampler,balanced
LogisticReg,0.863454494223725,0.6715258855585831,0.9975713418336369,0.8027033629183291,0.9046354053748004,0.6949695610381288,0.0031545741324921135,0.42857142857142855,0.006263048016701462,0.5620699146710707,0,1,RB,SVMSMOTE,"{0: 0.005, 1: 1}"
DecisionTree,0.9333333333333333,0.8072269457161544,0.999190447277879,0.8930089536040517,0.9535549237326602,0.87504005126562,0.0025974025974025974,0.14285714285714285,0.005102040816326531,0.5097715386732727,0,1,RB,SVMSMOTE,"{0: 0.005, 1: 1}"
RandomForest,0.9549732318963088,0.863078541374474,0.9963570127504554,0.9249412869891968,0.9676802245882862,0.8731175905158604,0.005089058524173028,0.2857142857142857,0.01,0.5800761537755756,0,1,RB,SVMSMOTE,"{0: 0.005, 1: 1}"
LightGBM,0.915919977458439,0.7686555538245833,0.9985832827362882,0.8686619718309858,0.9413019506464946,0.8192886895225889,0.0035650623885918,0.2857142857142857,0.007042253521126761,0.5531012019451326,0,1,RB,SVMSMOTE,"{0: 0.005, 1: 1}"
SVC,0.9797689489997182,0.9373806796487208,0.993725966403562,0.9647313095588957,0.9840544858572011,0.9484139698814482,0.0,0.0,0.0,0.47527296082209375,0,1,RB,SVMSMOTE,balanced
LogisticReg,0.7052093095907529,0.629096447698128,1.0,0.7723256024368911,0.7052093095907529,0.28804870233899393,0.0022471910112359553,0.7142857142857143,0.004480286738351255,0.5006881365262867,0,1,RB,RandomOverSampler,"{0: 0.01, 1: 1.0}"
DecisionTree,0.5838409871915027,0.545756787860705,1.0,0.7061353922514821,0.5838409871915027,0.16148670297981416,0.002288329519450801,0.8571428571428571,0.004564473183720046,0.5085328929259565,0,1,RB,RandomOverSampler,"{0: 0.01, 1: 1.0}"
RandomForest,0.5145657606997813,0.5073905290271449,1.0,0.6732038171350457,0.5145657606997813,0.024351169496956104,0.0022935779816513763,1.0,0.004576659038901603,0.5110789980732178,0,1,RB,RandomOverSampler,"{0: 0.01, 1: 1.0}"
LightGBM,0.8546157450796626,0.7747322563078599,1.0,0.873069448706147,0.8546157450796625,0.6404998397949375,0.0026761819803746653,0.42857142857142855,0.005319148936170212,0.5347738324616937,0,1,RB,RandomOverSampler,"{0: 0.01, 1: 1.0}"
SVC,0.8719931271477663,0.8114700496991891,0.9691502655420181,0.8833285876993167,0.8719931271477663,0.6831143864146108,0.00404040404040404,0.5714285714285714,0.00802407221664995,0.627397008899899,0,1,RB,RandomOverSampler,balanced
LogisticReg,0.3644406875176106,0.3045221790363378,0.9989880590973487,0.46676122931442077,0.5592800339223075,0.13200897148349888,0.002577319587628866,1.0,0.005141388174807198,0.565028901734104,1,1,None,SVMSMOTE,"{0: 0.005, 1: 1}"
DecisionTree,0.7528317836010143,0.529809861424428,0.9981785063752276,0.6922105263157894,0.8281661041716813,0.5113745594360782,0.001968503937007874,0.42857142857142855,0.003919007184846506,0.47006606110652355,1,1,None,SVMSMOTE,"{0: 0.005, 1: 1}"
RandomForest,0.9581854043392505,0.8716587006549832,0.9965594009309856,0.9299338999055714,0.9699682352983576,0.8929830182633771,0.00303951367781155,0.14285714285714285,0.005952380952380952,0.5187631892834205,1,1,None,SVMSMOTE,"{0: 0.005, 1: 1}"
LightGBM,0.8929275852352775,0.7227186172550168,0.9985832827362882,0.8385452073419443,0.9253694295593343,0.743992310157001,0.0012594458438287153,0.14285714285714285,0.002496878901373283,0.444100376181301,1,1,None,SVMSMOTE,"{0: 0.005, 1: 1}"
SVC,0.7415046491969569,0.5186551433389545,0.9959522363893949,0.6820985515281724,0.8196334127901362,0.6369753284203781,0.005272407732864675,0.8571428571428571,0.010480349344978167,0.7468116340948711,1,1,None,SVMSMOTE,balanced
LogisticReg,0.5,0.5,1.0,0.6666666666666666,0.5,0.002242870874719641,0.002242870874719641,1.0,0.004475703324808183,0.5,1,1,None,RandomOverSampler,"{0: 0.01, 1: 1.0}"
DecisionTree,0.5838409871915027,0.545756787860705,1.0,0.7061353922514821,0.5838409871915027,0.16148670297981416,0.002288329519450801,0.8571428571428571,0.004564473183720046,0.5085328929259565,1,1,None,RandomOverSampler,"{0: 0.01, 1: 1.0}"
RandomForest,0.5501796313651984,0.5264153270566954,1.0,0.6897406200339377,0.5501796313651983,0.09740467798782441,0.002126151665485471,0.8571428571428571,0.004241781548250265,0.4764198550325718,1,1,None,RandomOverSampler,"{0: 0.01, 1: 1.0}"
LightGBM,0.8272024367385192,0.7431655928956992,1.0,0.8526620717211069,0.8272024367385192,0.5901954501762255,0.002347417840375587,0.42857142857142855,0.004669260700389105,0.5095650977153867,1,1,None,RandomOverSampler,"{0: 0.01, 1: 1.0}"
SVC,0.6671352702280537,0.7136581469648562,0.5582630427991253,0.6264680105170903,0.6671352702280537,0.7821211150272349,0.0029542097488921715,0.2857142857142857,0.0058479532163742695,0.5344756399669695,1,1,None,RandomOverSampler,balanced
LogisticReg,0.8247957171034094,0.6141575274177468,0.9973689536531066,0.7602005399151562,0.8777847579886902,0.6613264979173342,0.002840909090909091,0.42857142857142855,0.005644402634054562,0.5452105697770437,1,1,MM,SVMSMOTE,"{0: 0.005, 1: 1}"
DecisionTree,0.7528317836010143,0.529809861424428,0.9981785063752276,0.6922105263157894,0.8281661041716813,0.5113745594360782,0.001968503937007874,0.42857142857142855,0.003919007184846506,0.47006606110652355,1,1,MM,SVMSMOTE,"{0: 0.005, 1: 1}"
RandomForest,0.9581854043392505,0.8716587006549832,0.9965594009309856,0.9299338999055714,0.9699682352983576,0.8929830182633771,0.00303951367781155,0.14285714285714285,0.005952380952380952,0.5187631892834205,1,1,MM,SVMSMOTE,"{0: 0.005, 1: 1}"
LightGBM,0.8929275852352775,0.7227186172550168,0.9985832827362882,0.8385452073419443,0.9253694295593343,0.743992310157001,0.0012594458438287153,0.14285714285714285,0.002496878901373283,0.444100376181301,1,1,MM,SVMSMOTE,"{0: 0.005, 1: 1}"
SVC,0.9980839673147366,1.0,0.9931188018619712,0.9965475223395613,0.9965594009309856,0.9977571291252804,0.0,0.0,0.0,0.5,1,1,MM,SVMSMOTE,balanced
LogisticReg,0.6801390190565448,0.6098594903548464,1.0,0.7576555519394065,0.6801390190565448,0.21082986222364627,0.00202757502027575,0.7142857142857143,0.004043671653861706,0.46199192586475823,1,1,MM,RandomOverSampler,"{0: 0.01, 1: 1.0}"
DecisionTree,0.5838409871915027,0.545756787860705,1.0,0.7061353922514821,0.5838409871915027,0.16148670297981416,0.002288329519450801,0.8571428571428571,0.004564473183720046,0.5085328929259565,1,1,MM,RandomOverSampler,"{0: 0.01, 1: 1.0}"
RandomForest,0.5501796313651984,0.5264153270566954,1.0,0.6897406200339377,0.5501796313651983,0.09740467798782441,0.002126151665485471,0.8571428571428571,0.004241781548250265,0.4764198550325718,1,1,MM,RandomOverSampler,"{0: 0.01, 1: 1.0}"
LightGBM,0.8272024367385192,0.7431655928956992,1.0,0.8526620717211069,0.8272024367385192,0.5901954501762255,0.002347417840375587,0.42857142857142855,0.004669260700389105,0.5095650977153867,1,1,MM,RandomOverSampler,"{0: 0.01, 1: 1.0}"
SVC,0.997539831302718,0.9951037537887619,1.0,0.9975458688792801,0.9975398313027178,0.9868631848766422,0.0,0.0,0.0,0.4945407835581246,1,1,MM,RandomOverSampler,balanced
LogisticReg,0.8844181459566075,0.7071387614678899,0.998380894555758,0.827892926071998,0.9194106909517308,0.7452739506568408,0.005025125628140704,0.5714285714285714,0.0099626400996264,0.6585466556564822,1,1,SD,SVMSMOTE,"{0: 0.005, 1: 1}"
DecisionTree,0.7528317836010143,0.529809861424428,0.9981785063752276,0.6922105263157894,0.8281661041716813,0.5113745594360782,0.001968503937007874,0.42857142857142855,0.003919007184846506,0.47006606110652355,1,1,SD,SVMSMOTE,"{0: 0.005, 1: 1}"
RandomForest,0.9581854043392505,0.8716587006549832,0.9965594009309856,0.9299338999055714,0.9699682352983576,0.8929830182633771,0.00303951367781155,0.14285714285714285,0.005952380952380952,0.5187631892834205,1,1,SD,SVMSMOTE,"{0: 0.005, 1: 1}"
LightGBM,0.8931530008453086,0.7231423127656456,0.9985832827362882,0.8388303298197892,0.9255256307464632,0.7379045177827619,0.00245398773006135,0.2857142857142857,0.004866180048661801,0.5123176438205339,1,1,SD,SVMSMOTE,"{0: 0.005, 1: 1}"
SVC,0.9980839673147366,1.0,0.9931188018619712,0.9965475223395613,0.9965594009309856,0.9977571291252804,0.0,0.0,0.0,0.5,1,1,SD,SVMSMOTE,balanced
LogisticReg,0.7849109653233365,0.6992136304062909,1.0,0.8229849595063632,0.7849109653233365,0.43287407882089074,0.0028200789622109417,0.7142857142857143,0.0056179775280898875,0.5732636021653363,1,1,SD,RandomOverSampler,"{0: 0.01, 1: 1.0}"
DecisionTree,0.5838409871915027,0.545756787860705,1.0,0.7061353922514821,0.5838409871915027,0.16148670297981416,0.002288329519450801,0.8571428571428571,0.004564473183720046,0.5085328929259565,1,1,SD,RandomOverSampler,"{0: 0.01, 1: 1.0}"
RandomForest,0.5501796313651984,0.5264153270566954,1.0,0.6897406200339377,0.5501796313651983,0.09740467798782441,0.002126151665485471,0.8571428571428571,0.004241781548250265,0.4764198550325718,1,1,SD,RandomOverSampler,"{0: 0.01, 1: 1.0}"
LightGBM,0.8462199312714777,0.7647831800262812,1.0,0.8667163067758749,0.8462199312714777,0.6222364626722204,0.0025466893039049238,0.42857142857142855,0.005063291139240506,0.5256216166620791,1,1,SD,RandomOverSampler,"{0: 0.01, 1: 1.0}"
SVC,0.9979693845673228,0.9959551960174238,1.0,0.9979734996102884,0.9979693845673226,0.9916693367510413,0.0,0.0,0.0,0.49694926140012846,1,1,SD,RandomOverSampler,balanced
